Price,Close,High,Low,Open,Volume
Ticker,4901.T,4901.T,4901.T,4901.T,4901.T
Date,,,,,
2021-08-02,2509.180419921875,2512.3162647294926,2465.280889264418,2466.848582003308,4431900
2021-08-03,2510.12109375,2513.570431126128,2480.645668742365,2489.4255288230634,3063600
2021-08-04,2479.07763671875,2516.078949728295,2477.1962218086005,2507.926075229345,2853300
2021-08-05,2488.17138671875,2488.4848793366455,2460.263653778399,2477.196389113347,2111400
2021-08-06,2479.704833984375,2495.069645753286,2468.729837198065,2471.86568180267,2169300
2021-08-10,2489.42578125,2505.7315326224434,2447.4076619143284,2454.9333226508593,4143600
2021-08-11,2514.511474609375,2517.333597476501,2493.1886919472176,2502.282275518495,2892900
2021-08-12,2490.6796875,2520.782324117238,2483.4675209221564,2516.3922797222604,2781600
2021-08-13,2501.02783203125,2514.5112300857886,2486.917219067806,2507.926277369515,3608100
2021-08-16,2670.66845703125,2712.059584931699,2554.961440400449,2555.5886552569395,17418000
2021-08-17,2708.924072265625,2726.1702996537124,2666.5922353144806,2690.4234151171904,7891500
2021-08-18,2797.037109375,2811.147722981149,2710.4920125906197,2717.390687908027,9271500
2021-08-19,2791.0791015625,2835.2923532556033,2780.104104374489,2794.528438887855,7567200
2021-08-20,2733.382568359375,2817.1055378800556,2728.0518158424097,2789.511297437449,6587100
2021-08-23,2799.858642578125,2813.0285458375706,2740.59407791062,2753.4504885998026,5134800
2021-08-24,2778.849853515625,2803.621740222643,2775.0870236530445,2782.6126833782055,4099200
2021-08-25,2781.3583984375,2802.367454640834,2769.442694347974,2790.4517505513077,2493900
2021-08-26,2760.9765625,2786.6891580773377,2745.9252422274276,2784.4942504258943,3247500
2021-08-27,2736.204345703125,2750.9419419227816,2712.6866606027224,2745.9249123229934,3514800
2021-08-30,2763.171142578125,2780.417598122498,2722.0937389805604,2759.4083129560645,9642300
2021-08-31,2843.4453125,2856.301495370837,2760.0358366550645,2776.6550792339776,6760200
2021-09-01,2877.310791015625,2888.2855588958832,2853.793103179471,2862.886456032837,4655700
2021-09-02,2898.319580078125,2948.4905662530623,2891.734628094825,2898.0060874910296,5406300
2021-09-03,2925.91357421875,2948.1770597550612,2875.7425882805433,2884.8361699123966,5306400
2021-09-06,2994.271728515625,2999.602480469561,2962.914890959002,2978.279702318715,4940100
2021-09-07,2995.52587890625,3024.374315966023,2989.881634459657,3018.73007151943,4682700
2021-09-08,2998.66162109375,3003.0514357369934,2960.4061112611835,2968.5589850720285,4396200
2021-09-09,2995.839599609375,3001.1701218073713,2982.3559736617503,2988.313940351127,3346200
2021-09-10,3018.416748046875,3028.764530112035,3001.4840137584306,3009.636658639225,5261700
2021-09-13,3050.087158203125,3083.325642441304,3025.6287635993285,3030.3323010231356,4956900
2021-09-14,3109.665283203125,3117.8179278518733,3056.0449594825604,3057.2991595058525,5467800
2021-09-15,3140.394775390625,3141.9626976030754,3092.1052056950025,3099.0036500329797,5683200
2021-09-16,3100.88525390625,3152.9378860187717,3067.019785639508,3145.0985041433855,6952200
2021-09-17,3073.291259765625,3121.2673400374483,3065.1383852559675,3090.8512088383854,8033100
2021-09-21,3039.7392578125,3063.8841588719342,3012.458741813947,3027.8237832449076,5145300
2021-09-22,3011.204345703125,3052.281978155944,3010.263638316151,3022.492834346811,3808200
2021-09-24,3070.468994140625,3076.113238615148,3055.104182959388,3072.9776237953783,4761900
2021-09-27,3089.283203125,3110.6059814473742,3070.469054506699,3088.342495694085,3663000
2021-09-28,3062.316162109375,3072.97766603997,3019.98432796851,3065.7654992239673,4437000
2021-09-29,3037.404541015625,3055.3792144426952,3018.4838321450243,3028.8902220238547,4147800
2021-09-30,3039.611572265625,3057.586243872549,2991.36376953125,3056.0094413044408,5856300
2021-10-01,2969.289794921875,3040.242448547087,2962.6675472501884,2992.3099122206095,4299300
2021-10-04,2793.64208984375,2977.4881962143763,2771.5680110258772,2963.2976674816787,8621400
2021-10-05,2758.008544921875,2798.0575320778917,2684.5332805471626,2746.3408516142217,7546500
2021-10-06,2727.735107421875,2837.4752050143406,2716.382683532999,2806.5715384050604,6584100
2021-10-07,2703.138427734375,2756.4319096744152,2694.3088409184256,2743.1874139676534,4420200
2021-10-08,2743.817626953125,2779.136431986593,2735.6188083635666,2743.5023588429567,4330500
2021-10-11,2838.42138671875,2841.2594928373333,2741.610510551196,2748.863525398353,4131600
2021-10-12,2812.56298828125,2838.4212098731523,2807.2020445138246,2831.798962675719,2633100
2021-10-13,2843.467041015625,2853.8734300377937,2784.8128483452206,2790.8043286724596,3584100
2021-10-14,2859.864990234375,2894.237532491109,2841.8903177850025,2869.956111405036,3469800
2021-10-15,2910.319580078125,2912.8424176319004,2859.864445762012,2879.73118521322,4399500
2021-10-18,2878.47021484375,2912.5274864134653,2876.8934123195636,2910.3199166864733,3299700
2021-10-19,2881.939208984375,2903.698024033301,2851.0355386891097,2877.209031799826,2905200
2021-10-20,2778.505615234375,2898.336827597916,2764.9458532199633,2889.8225100844297,7144800
2021-10-21,2793.3271484375,2844.0975587529265,2754.224199601543,2763.369285065151,6135900
2021-10-22,2791.750244140625,2796.480420765736,2765.576523159791,2768.7301282203025,3146400
2021-10-25,2754.85498046875,2775.036991249197,2744.133323330023,2749.8095355150544,3081300
2021-10-26,2776.298583984375,2798.6879340959376,2767.468766422995,2787.651008592718,3082500
2021-10-27,2752.33203125,2761.7923845092982,2705.976300279438,2756.1161725537195,5349900
2021-10-28,2750.43994140625,2786.074015422847,2734.6728400612087,2759.9002945995367,3012300
2021-10-29,2775.3525390625,2799.3186917203043,2744.763907773585,2751.386155439027,4058700
2021-11-01,2817.29345703125,2819.185527855314,2784.497485758916,2817.6087251800354,3782100
2021-11-02,2859.864990234375,2881.6238042520367,2804.9949374941853,2822.338842693619,4942800
2021-11-04,2996.724853515625,3011.5459206788632,2891.7149250105726,2937.124623823568,10926300
2021-11-05,2949.42333984375,3017.8531621430693,2949.42333984375,2996.725113545052,6173100
2021-11-08,2870.90185546875,2965.8206531861033,2860.179968136167,2928.9252766392906,5443800
2021-11-09,2877.5244140625,2899.5984963720434,2833.6912866220114,2869.640631764634,3336900
2021-11-10,2875.316650390625,2886.6690744074763,2848.197124771919,2849.4584282296832,2204100
2021-11-11,2883.200439453125,2898.9675410948785,2845.359025967863,2869.325177519976,2368200
2021-11-12,2938.070556640625,2949.7382490786163,2906.220622568797,2923.564527160243,4225800
2021-11-15,2915.365478515625,2936.493522879409,2888.876490551507,2898.9673796083594,3410400
2021-11-16,2887.615234375,2910.635582490972,2879.4164150971756,2905.589906510822,3032100
2021-11-17,2839.0517578125,2874.3703298159576,2831.798743977383,2861.756603593073,4854900
2021-11-18,2858.2880859375,2870.5865455970447,2809.0942472993197,2822.969509544797,3615300
2021-11-19,2956.360107421875,2962.6670859729197,2880.677288671875,2901.490063828125,6465900
2021-11-22,2950.368896484375,2968.3435675736505,2930.1866556701907,2941.223811397771,3247200
2021-11-24,2881.623779296875,2935.547796178005,2875.316799749122,2928.9255484908485,3779700
2021-11-25,2894.237548828125,2912.842988632458,2883.2006231687637,2902.1213311170095,2435400
2021-11-26,2864.91015625,2896.4448202242215,2832.1144198300926,2877.5241142259483,3933000
2021-11-29,2844.4130859375,2890.453319910117,2806.571671184299,2817.608596510205,4103100
2021-11-30,2816.34716796875,2896.4449026287903,2816.34716796875,2880.6775701930947,10656000
2021-12-01,2857.34228515625,2894.868434443148,2836.214237405411,2858.6038197148287,3969900
2021-12-02,2815.71630859375,2856.3958263157924,2799.0031723439633,2848.8275439489007,5102400
2021-12-03,2773.144775390625,2797.111157339164,2728.6811156015115,2788.5968395072064,4862700
2021-12-06,2707.55322265625,2774.4064656363175,2696.831565476355,2763.0540412226646,4951800
2021-12-07,2723.6357421875,2737.1955050639535,2654.2598942853215,2702.8229647202807,6287700
2021-12-08,2784.18212890625,2805.3101754466006,2757.0623709701417,2773.1449724622944,4860300
2021-12-09,2723.3203125,2769.676041381448,2715.4365311621127,2769.676041381448,4329000
2021-12-10,2714.490478515625,2739.0873957239573,2698.092610698618,2708.183730644431,4577400
2021-12-13,2685.163330078125,2736.88000116637,2684.848061980698,2733.095860134685,3819600
2021-12-14,2668.765869140625,2706.29201707657,2655.836641657589,2691.7859869349177,3711300
2021-12-15,2685.163330078125,2692.101075946641,2654.2596656297883,2655.5209689851367,2671500
2021-12-16,2764.946044921875,2768.0994190828806,2723.9510260005013,2752.962853564997,4067100
2021-12-17,2718.27490234375,2747.6019989885185,2705.3459061871467,2714.490760841199,4400700
2021-12-20,2650.475830078125,2720.7977153666634,2646.0609213771063,2694.9394923250766,2932500
2021-12-21,2661.828369140625,2688.3173605564257,2654.260085878968,2680.433578181749,4051500
2021-12-22,2686.425048828125,2693.047296088206,2670.0269492546304,2674.1265896308314,2783700
2021-12-23,2708.4990234375,2721.4282493328988,2698.092635292962,2715.4365385453098,2158800
2021-12-24,2680.74853515625,2716.067106246143,2678.5409656742618,2711.9676972970105,1853400
2021-12-27,2665.296875,2691.785865057624,2664.666338737642,2680.433440747214,2045100
2021-12-28,2707.55322265625,2707.55322265625,2677.280090886509,2688.3172471661155,2814000
2021-12-29,2710.706787109375,2723.3207468756914,2684.5332940739177,2701.8772000454996,2135100
2021-12-30,2688.632568359375,2708.499311475331,2684.217659567272,2701.246296523806,2120700
2022-01-04,2743.187255859375,2751.7015740372703,2687.055670931697,2696.2007563335465,3536700
2022-01-05,2718.59033203125,2740.033646021072,2702.5077310560523,2723.0050096943924,3196800
2022-01-06,2654.574951171875,2688.6322206808513,2650.790810115322,2675.072458883417,3840300
2022-01-07,2740.66455078125,2767.784309206603,2695.5701197756953,2709.130114471209,7733100
2022-01-11,2678.541259765625,2782.2898768756886,2676.649189125111,2782.2898768756886,4453200
2022-01-12,2694.939453125,2710.3912869053065,2655.5212364199638,2678.541353025835,4038300
2022-01-13,2666.873779296875,2692.4167349694594,2659.936263386706,2688.632593388336,2802000
2022-01-14,2624.93310546875,2661.1977207285327,2596.2365428429357,2648.899259879094,4462200
2022-01-17,2629.978271484375,2644.168801726197,2615.4724731146216,2631.8703421832847,2029500
2022-01-18,2592.767578125,2657.097980731645,2571.008765478635,2640.3846128697974,3394500
2022-01-19,2488.70361328125,2571.008684615816,2476.4051543462,2553.3492819769376,5088900
2022-01-20,2490.280517578125,2505.4170844439222,2434.4644272604974,2484.919804123609,4115100
2022-01-21,2459.692138671875,2471.3598320847063,2425.004095625121,2449.2857488544173,3910500
2022-01-24,2451.177490234375,2463.791217389575,2397.2534775198405,2418.697021552767,4613100
2022-01-25,2411.75927734375,2462.5299160539926,2386.531823011936,2445.186012330164,4282800
2022-01-26,2417.750732421875,2442.0321488723844,2409.2364155186924,2413.966591576016,3165300
2022-01-27,2348.06005859375,2445.1864447478897,2332.6082227605184,2445.1864447478897,4469700
2022-01-28,2378.9638671875,2392.8388996855565,2349.3212693770397,2379.2791353461016,3141600
2022-01-31,2406.083251953125,2423.111888881415,2327.2470468662664,2368.2418365569256,4020600
2022-02-01,2414.9130859375,2458.115214831371,2413.021015154829,2428.788117699972,3890100
2022-02-02,2455.27685546875,2470.728919244257,2422.796387370849,2424.373189849032,3748500
2022-02-03,2432.887451171875,2445.816445910466,2418.696922093683,2435.094789817713,2884800
2022-02-04,2416.174560546875,2435.726037007365,2395.9925477579645,2417.4358641694043,2722500
2022-02-07,2400.40673828125,2410.497858108556,2370.7643769309425,2408.2905194761242,3483600
2022-02-08,2403.560302734375,2431.9413602412137,2402.2987684236464,2414.9127257371106,3217500
2022-02-09,2465.9990234375,2494.38008548103,2404.821990488444,2435.095123334876,5196300
2022-02-10,2496.587158203125,2560.6022905302166,2495.010355713626,2560.6022905302166,7867800
2022-02-14,2382.43212890625,2419.012237117009,2372.9717760039543,2419.012237117009,5584200
2022-02-15,2378.332763671875,2399.4608085563045,2362.565431554235,2396.6227026330685,3508500
2022-02-16,2422.796142578125,2430.364424163687,2402.2986362953525,2416.8046633114295,2655300
2022-02-17,2407.029296875,2426.896040036719,2376.4408962971,2424.3734329774243,3253200
2022-02-18,2393.154296875,2398.199742026142,2360.358325978392,2373.6028215951046,3203400
