Price,Close,High,Low,Open,Volume
Ticker,6326.T,6326.T,6326.T,6326.T,6326.T
Date,,,,,
2021-08-02,2133.905029296875,2137.5472823872046,2089.7427105766283,2101.1247514839083,2497200
2021-08-03,2134.815673828125,2148.0188417831296,2077.90546712552,2090.1980717732827,2808100
2021-08-04,2024.6373291015625,2130.717944725728,2017.3528233076283,2121.6123124833102,4786400
2021-08-05,2058.78369140625,2072.442141371351,2026.4586931555104,2030.1009464795375,2382600
2021-08-06,2019.174072265625,2062.8811096810705,2017.8082273463922,2041.0275909733475,2342200
2021-08-10,2048.767333984375,2071.076133843316,2041.9381095377603,2064.7021910264757,2718200
2021-08-11,2087.466552734375,2101.58028515199,2065.613031571616,2071.5316935531964,2216700
2021-08-12,2107.04345703125,2127.075849449006,2096.116697530656,2109.3198652605406,3632100
2021-08-13,2111.14111328125,2121.157310066281,2070.6210444690805,2085.1900579745798,2794300
2021-08-16,2027.82421875,2086.5555443491803,2026.0030923748316,2074.262941316794,2165600
2021-08-17,2043.303955078125,2071.0761345032065,2040.5722652986087,2068.7997263536095,1568800
2021-08-18,2024.1822509765625,2041.0276723184727,2010.979082897768,2032.3773208185728,1540000
2021-08-19,1973.6461181640625,2036.9302728179969,1970.9144280351159,2024.1823855495784,1968300
2021-08-20,1940.86572265625,1962.7192424046666,1938.1340326876978,1957.2558624675623,2973100
2021-08-23,2006.881591796875,2014.1660984821633,1975.4671567165701,1975.4671567165701,1975700
2021-08-24,2020.084716796875,2029.6456316160625,2011.8896469518572,2020.995280112988,2384500
2021-08-25,2025.5482177734375,2048.76758372229,2019.6295558649065,2030.1010346261537,1190400
2021-08-26,2024.1822509765625,2044.6699255815884,2022.3611243450046,2041.482953976362,1434100
2021-08-27,2012.344970703125,2030.1009557387408,2008.247435694906,2019.6294773844033,1324500
2021-08-30,2045.1248779296875,2056.9621991287463,2021.4502355315701,2044.214314760529,1846600
2021-08-31,2071.075927734375,2079.726277839223,2027.8241772101355,2046.0354405887626,2463700
2021-09-01,2104.7666015625,2109.774698602774,2066.067669887654,2066.5229514367697,1951500
2021-09-02,2071.531494140625,2090.198041670244,2064.2469877876033,2087.0110701407966,2165300
2021-09-03,2124.343994140625,2124.343994140625,2075.1735802170956,2077.449988269111,2529400
2021-09-06,2248.635986328125,2255.9204924591736,2166.685292353826,2176.2462066508274,4854600
2021-09-07,2222.684814453125,2261.3837512062005,2213.5791822759306,2259.107343161902,3115300
2021-09-08,2252.733642578125,2252.733642578125,2204.9290685137144,2207.660758460252,2874500
2021-09-09,2198.55517578125,2234.522427569761,2194.457640767369,2228.1484842148348,2796600
2021-09-10,2177.156494140625,2194.9124755859375,2153.0265706380205,2153.0265706380205,4009800
2021-09-13,2205.384033203125,2207.2051595724092,2170.782632186726,2177.1565744792206,1882000
2021-09-14,2244.083251953125,2258.6522647473025,2223.595577711313,2237.2540272058545,3252600
2021-09-15,2286.879638671875,2303.725059064242,2243.172601978166,2271.8553448084126,5216200
2021-09-16,2269.123779296875,2297.3512420409374,2235.8882183240275,2252.7336396390324,3412000
2021-09-17,2288.2451171875,2301.90356396737,2267.3021654583667,2299.1718746113957,4505100
2021-09-21,2202.652587890625,2221.31913524563,2201.2867429622097,2214.489910603555,2705900
2021-09-22,2185.807373046875,2217.221809360192,2185.807373046875,2206.7503305890864,1974500
2021-09-24,2253.18896484375,2257.286499837404,2214.945304902979,2231.3354448775954,2684300
2021-09-27,2244.083251953125,2260.0181096967567,2236.7987455560365,2251.8230400000316,1908000
2021-09-28,2236.343505859375,2262.2945603858375,2204.0185081158866,2253.644208877017,3072500
2021-09-29,2198.55517578125,2221.3192591917,2181.7097540575173,2204.018555799758,2719500
2021-09-30,2175.33544921875,2214.4896661783173,2173.5143228485376,2203.5629079570426,4182200
2021-10-01,2124.343994140625,2172.6038448433483,2116.1489251533703,2148.9292011023895,2636300
2021-10-04,2117.514892578125,2154.847986792575,2097.4825005606153,2152.5715786087667,1549000
2021-10-05,2054.68603515625,2114.327929817333,2034.653643056344,2107.0434235991856,3130400
2021-10-06,2041.48291015625,2116.149100447424,2014.6212929173519,2095.6614262821627,2713400
2021-10-07,2063.33642578125,2083.3688182645633,2055.1413561289855,2069.2550871967746,2318800
2021-10-08,2098.848388671875,2120.7019076862457,2095.206135502813,2104.3117684254676,1774600
2021-10-11,2127.986083984375,2140.2786865234375,2096.5716552734375,2102.945597330729,2758400
2021-10-12,2114.327880859375,2148.929284594369,2113.417317603191,2132.9944276111482,2046800
2021-10-13,2084.734619140625,2120.246586883138,2081.5476476765534,2092.0191253442176,2536200
2021-10-14,2117.97021484375,2123.8888762351876,2080.637119913142,2091.108597759532,1735600
2021-10-15,2176.701416015625,2182.6200770505975,2136.1813520069677,2142.10001304194,1870900
2021-10-18,2180.798828125,2192.180867937761,2160.7664380545407,2185.3516440501044,1524800
2021-10-19,2200.376220703125,2206.750163821239,2184.441362907841,2188.994179420779,1426400
2021-10-20,2185.35205078125,2231.7907818603517,2180.799234008789,2217.2217681884767,1559500
2021-10-21,2167.595947265625,2217.221647381557,2167.595947265625,2190.815311540052,1526700
2021-10-22,2182.620361328125,2207.205571906289,2149.384798879866,2150.295362234613,1542100
2021-10-25,2211.758056640625,2219.9531256030646,2186.7175681442823,2186.7175681442823,1845900
2021-10-26,2264.11572265625,2265.4815676528256,2233.1565694005444,2250.9125543560226,2403700
2021-10-27,2242.7177734375,2254.0998165426436,2215.400869985155,2250.912844473203,2480200
2021-10-28,2197.189697265625,2214.0351217991574,2188.9946258709333,2211.75871307841,2165300
2021-10-29,2205.839599609375,2234.9776252801694,2182.6202354029606,2224.0508656536217,2081800
2021-11-01,2259.56298828125,2271.400312015949,2234.0672140834363,2249.091509592862,2060900
2021-11-02,2236.343505859375,2259.1075887773245,2226.327309375477,2256.83118048553,1871000
2021-11-04,2279.594970703125,2282.3266603025295,2245.448850710568,2271.855183504812,2779500
2021-11-05,2269.57861328125,2334.6838774134903,2262.749389770875,2319.2043041233073,2753400
2021-11-08,2080.636962890625,2126.6204056153415,2068.799641001094,2095.2059744469707,6307300
2021-11-09,2087.921875,2125.2549743785435,2078.360959305495,2111.141241686655,4499500
2021-11-10,2095.206298828125,2106.588340868695,2074.263341473476,2076.0844681999674,2550400
2021-11-11,2106.588134765625,2122.5229920633983,2082.0029263633464,2102.490600031912,2490200
2021-11-12,2171.238037109375,2172.6038819639207,2117.0595245457316,2117.0595245457316,2402500
2021-11-15,2214.945068359375,2224.961263940856,2194.4573955790725,2196.7338036657725,3009500
2021-11-16,2143.4658203125,2199.0101767437077,2142.5552570923164,2186.2622916611354,2631900
2021-11-17,2122.522705078125,2201.74169921875,2118.880452473958,2167.1402994791665,3120200
2021-11-18,2130.2626953125,2143.465862263571,2112.506712171404,2123.433471027463,1798600
2021-11-19,2262.294189453125,2265.936442122802,2159.8558331184595,2168.0509016252327,4652700
2021-11-22,2234.522216796875,2255.0098899337654,2217.6767966620982,2221.7743312894763,2628600
2021-11-24,2214.03466796875,2276.408254131966,2202.65262669809,2219.953329429493,2990400
2021-11-25,2265.481689453125,2278.229576773199,2215.8559852428375,2215.8559852428375,2532700
2021-11-26,2232.245849609375,2249.0912700530926,2214.9451475320434,2230.880004708533,2722300
2021-11-29,2165.3193359375,2207.205244033852,2161.6770830595565,2185.35172676619,3705100
2021-11-30,2157.12451171875,2225.872042590327,2157.12451171875,2196.2787345992506,5024100
2021-12-01,2221.31884765625,2248.635742687891,2160.7663970027797,2163.498086505944,4111900
2021-12-02,2209.0263671875,2220.863689023212,2165.3193327171784,2175.790809725693,3908100
2021-12-03,2250.45703125,2252.733439333401,2198.5549269484627,2204.4735879653044,3179800
2021-12-06,2265.026123046875,2296.4405557082287,2235.8880985493875,2273.6764740695667,2721000
2021-12-07,2301.904052734375,2315.1072207583657,2242.262155798417,2274.131871718395,3422600
2021-12-08,2285.058349609375,2297.350952805122,2250.456948021347,2272.765746413628,2948700
2021-12-09,2305.546142578125,2321.025717785008,2290.066567371242,2290.066567371242,2396400
2021-12-10,2321.936279296875,2344.2450788430606,2312.830646829044,2314.65177332261,2777700
2021-12-13,2314.651611328125,2346.97660432661,2309.1882322297893,2331.0417486231313,2117000
2021-12-14,2306.456787109375,2331.952558936877,2292.7983379160705,2317.8388281037955,2121200
2021-12-15,2309.64404296875,2336.505663022989,2303.7253809229005,2307.822916185412,1635700
2021-12-16,2377.936279296875,2383.8549412978055,2350.6193777541193,2367.4648003721522,2549800
2021-12-17,2350.619140625,2392.0497704520144,2337.87125452438,2386.131109048155,4051600
2021-12-20,2258.197021484375,2326.489270117975,2258.197021484375,2317.3836369668284,1865600
2021-12-21,2288.2451171875,2303.724690204686,2281.871175356894,2293.708495899448,1662600
2021-12-22,2257.741455078125,2289.6111670876976,2253.6439206768946,2278.229127084279,1669300
2021-12-23,2319.659912109375,2321.936320266499,2289.611324435338,2292.3430142238867,1667000
2021-12-24,2324.212646484375,2326.489054561245,2312.3753244846503,2319.204548715261,980300
2021-12-27,2304.635498046875,2321.936199138495,2303.7249348315263,2315.5622566310562,998400
2021-12-28,2347.88720703125,2350.1636150272084,2325.57840867086,2341.9685462417588,1407700
2021-12-29,2331.821533203125,2367.166072190653,2329.52643326887,2339.1658529927413,1253900
2021-12-30,2344.215087890625,2361.198827513095,2319.8870284314116,2343.297047911032,1508800
2022-01-04,2389.198974609375,2389.198974609375,2340.08383718705,2367.166015765715,2129900
2022-01-05,2432.80615234375,2444.7406730910966,2405.7239706478476,2416.281431308962,2579500
2022-01-06,2387.363037109375,2430.9699374218903,2377.264597037003,2424.084637372546,2093700
2022-01-07,2392.41259765625,2421.3308619794166,2377.7239554603557,2411.691440538361,1707700
2022-01-11,2400.2158203125,2404.3470007261185,2358.9040161763123,2390.117379301432,2681000
2022-01-12,2436.937255859375,2439.2323559308193,2377.2646540018277,2396.5434946019586,2166000
2022-01-13,2428.674560546875,2438.7729994680676,2413.5269021650856,2420.4122014295353,1908100
