Date,code,Open,Close,High,Low,寄り引け変動率,前日比,乖離率(25日),S&P500前日比,year,S&P_up
2023-09-05,1925,3886.9678719462295,3870.076171875,3886.9678719462295,3820.339499443047,-0.43457267020763146,-0.410518826362094,4.700880798955604,-0.4194177587506065,2023,0
2023-09-05,8267,960.4381599765857,966.172119140625,969.3576325665862,959.163966271971,0.5970149253731359,0.530329207760305,-0.6763405814408132,-0.4194177587506065,2023,0
2023-09-05,9022,3690.2518400957324,3702.044921875,3725.6310854335343,3682.389785576221,0.3195739014647212,0.346298379365928,3.5276957725166347,-0.4194177587506065,2023,0
2023-09-05,4063,4567.476467031152,4593.43896484375,4595.362112829868,4510.743601440659,0.5684210526315668,2.2693193987748383,4.304042514793862,-0.4194177587506065,2023,0
2023-09-05,6098,5273.542650992867,5246.72802734375,5287.446529922037,5197.071316882424,-0.5084745762711924,-0.7700931506950504,6.745385938136223,-0.4194177587506065,2023,0
2023-09-05,2502,1860.5493722036922,1862.4453125,1872.8729841296927,1840.9580277148493,0.10190217602568583,0.734914524071062,6.5044704277301735,-0.4194177587506065,2023,0
2023-09-05,9843,17379.48378008582,17231.908203125,17586.089587830968,16956.43379279814,-0.8491367110104685,5.100510794417001,6.111644520864319,-0.4194177587506065,2023,0
2023-09-05,5401,3301.6686727975034,3312.616455078125,3312.616455078125,3233.2450335436174,0.3315833103067105,-0.3020225236912144,7.79471143925311,-0.4194177587506065,2023,0
2023-09-05,4507,2039.5859476755747,2050.689697265625,2050.689697265625,2033.8754877194135,0.5444119480576293,0.5287870750112944,2.7944073987727394,-0.4194177587506065,2023,0
2023-09-05,4452,5449.1612259085905,5409.12890625,5455.833279185023,5386.25329501652,-0.7346510407556445,-0.752009033640888,0.9456025484821334,-0.4194177587506065,2023,0
2023-09-05,8591,2632.51646547133,2632.98388671875,2643.7345754094176,2607.2757181106317,0.017755681818174163,0.12441394034017339,6.372931151571897,-0.4194177587506065,2023,0
2023-09-05,4661,5243.715539281985,5232.7890625,5272.521705343584,5200.009632154043,-0.2083727978783752,-0.20837814608818395,1.3334144448063028,-0.4194177587506065,2023,0
2023-09-05,6178,1081.5462332996412,1078.7479248046875,1084.344541794595,1069.886614570667,-0.25873221216040937,0.17324089586956415,7.28997671544475,-0.4194177587506065,2023,0
2023-09-05,8035,20728.02386602616,20872.3359375,20891.577547029847,20617.384611229547,0.6962172197725586,0.977427133758213,3.32625175842867,-0.4194177587506065,2023,0
2023-09-05,6586,3831.026384955651,3785.591552734375,3869.69432727163,3744.0235147446974,-1.1859702245773451,-2.562823382560131,-5.1751684867467205,-0.4194177587506065,2023,0
2023-09-05,8801,1073.1090665285917,1086.846435546875,1087.804853920373,1069.5949048239088,1.280146580321272,1.917330332400069,11.328549842407286,-0.4194177587506065,2023,0
2023-09-05,4901,2823.736162341273,2850.62255859375,2853.5379681095583,2820.1728049586295,0.9521568130566553,1.091332542575385,5.632623155887624,-0.4194177587506065,2023,0
2023-09-05,5802,1691.2703689940197,1689.87646484375,1692.199638427533,1666.1800942891634,-0.08241758241757619,0.30337066765746545,2.4333911710093012,-0.4194177587506065,2023,0
2023-09-05,9202,3179.515549005789,3190.120361328125,3200.725173650461,3172.7670320733937,0.33353547604608885,0.363966026867546,-0.103850694138376,-0.4194177587506065,2023,0
2023-09-05,4578,5412.87238286543,5387.56494140625,5418.712561663702,5355.443958015751,-0.46754180902715226,-0.841991745619497,1.4204392974257245,-0.4194177587506065,2023,0
2023-09-05,6758,2468.3186946771084,2464.369384765625,2469.306022154979,2439.686197818854,-0.16000000000000095,-0.2796776682766011,0.5754008346495544,-0.4194177587506065,2023,0
2023-09-05,7267,1483.6363587934077,1494.07373046875,1494.07373046875,1469.8222399964484,0.7034993186491256,0.6826738994722303,6.984909602846852,-0.4194177587506065,2023,0
2023-09-05,6594,3700.6163520503987,3730.83740234375,3736.686637884399,3661.13401215102,0.81664910432033,0.9762540269223186,-0.28816404845300325,-0.4194177587506065,2023,0
2023-09-05,7733,1965.8296046913626,1985.959228515625,1986.9411613851012,1965.8296046913626,1.0239760239760314,1.8635118509080284,0.443989086220111,-0.4194177587506065,2023,0
2023-09-05,8830,3878.6089343120857,3969.23974609375,3984.8321438196276,3875.6853597384834,2.336683417085427,3.087833934425177,10.508785059089435,-0.4194177587506065,2023,0
2023-09-05,8058,2378.623253442319,2395.595458984375,2395.909682353582,2352.53626819055,0.7135306323729134,0.7002268443107473,7.349689501617735,-0.4194177587506065,2023,0
2023-09-05,4502,4155.772672561813,4173.19921875,4173.19921875,4142.932059581044,0.4193334804678894,0.3750302855775933,2.527359010719943,-0.4194177587506065,2023,0
2023-09-05,6301,3939.985580941134,3958.396728515625,3958.396728515625,3907.7660726857744,0.4672897196261668,0.7970026468736346,6.273607143561104,-0.4194177587506065,2023,0
2023-09-05,7201,615.6787382277056,612.6782836914062,616.5498684224737,607.6452117258798,-0.4873409377326331,-1.0937492456247755,3.1724337203525357,-0.4194177587506065,2023,0
2023-09-05,6869,2559.220931131379,2559.872802734375,2573.5654493285897,2543.246017584257,0.025471486070870245,-0.12719799691254252,-2.893418619906746,-0.4194177587506065,2023,0
2023-09-05,6954,4012.812673621455,4020.47802734375,4030.059719496619,3991.7329508851435,0.19102196752626682,0.768497042764138,1.7192411083561843,-0.4194177587506065,2023,0
2023-09-05,6971,1793.6429228254656,1789.8543701171875,1793.6429228254656,1772.3323138414007,-0.21122112211220367,0.03970889152355994,3.1303455679420193,-0.4194177587506065,2023,0
2023-09-05,3402,773.5410652036365,773.732666015625,773.732666015625,767.0270468745408,0.02476931356424,0.07434822155549803,2.1329463610387798,-0.4194177587506065,2023,0
2023-09-05,8002,2310.834496751335,2314.556396484375,2315.9521088842653,2283.8507236867936,0.16106301590496924,0.140898718126925,3.770355661096335,-0.4194177587506065,2023,0
2023-09-05,8316,2178.870109178604,2156.137939453125,2181.984267496954,2131.225813289475,-1.0433008204444287,0.0,6.109093704036452,-0.4194177587506065,2023,0
2023-09-05,7741,16302.439378161262,16553.625,16553.625,16248.262087176436,1.5407854984894254,2.2201997715456168,3.9951955356762734,-0.4194177587506065,2023,0
2023-09-05,7011,834.1015948816536,835.559814453125,836.823592881379,823.8940578813535,0.17482517482517596,0.7738344249176299,11.359591113072172,-0.4194177587506065,2023,0
2023-09-05,7270,2710.1892534924723,2699.46044921875,2713.454541749692,2670.539324654803,-0.39586919104991164,-0.7205377132104007,7.319295137646317,-0.4194177587506065,2023,0
2023-09-05,6702,1820.0673068867293,1824.9599609375,1833.2774728238105,1810.2819987851879,0.26881720430107187,0.756349675013479,3.0614474042106496,-0.4194177587506065,2023,0
2023-09-05,4503,2034.9452869343827,2037.244140625,2039.5429943156173,2021.6119355288029,0.11296882060551605,-0.15773412294119993,1.270740906128608,-0.4194177587506065,2023,0
2023-09-05,8802,1880.740220189459,1894.7431640625,1894.7431640625,1875.9116188539278,0.7445442875481426,1.2906522773458606,10.666139125807561,-0.4194177587506065,2023,0
2023-09-05,7269,1427.159353757553,1428.5980224609375,1430.276469281553,1420.4455664750913,0.10080645161289865,0.6078988944807628,9.667203523685584,-0.4194177587506065,2023,0
2023-09-05,6752,1644.2725261923272,1639.05712890625,1647.591415374376,1622.4626829960043,-0.31718569780853606,-0.5466058581197974,4.386839265455947,-0.4194177587506065,2023,0
2023-09-05,4689,436.86381559644485,431.31787109375,437.25299791233226,427.3287152400196,-1.2694904692719953,-0.31481742317478467,6.278411740646016,-0.4194177587506065,2023,0
2023-09-05,6367,24921.677030703457,25048.232421875,25053.099936920058,24819.459214757215,0.5078125000000093,0.2728032423327198,0.9162135348786827,-0.4194177587506065,2023,0
2023-09-05,6981,2667.936996562778,2708.607666015625,2710.5291186598906,2658.6498972647196,1.52442390900703,1.5244233322687872,3.768443763095682,-0.4194177587506065,2023,0
2023-09-05,6920,22280.68321488294,21914.224609375,22798.611377334168,21860.477347233835,-1.6447368421052568,-0.7743347375164467,2.8339507387959872,-0.4194177587506065,2023,0
2023-09-05,6503,1843.105372236671,1845.5052490234375,1850.3050025969703,1836.865692591078,0.13020833333333484,0.15628573253232414,3.4525426279960922,-0.4194177587506065,2023,0
2023-09-05,7751,3350.131583658854,3354.791015625,3356.6547884114584,3326.834423828125,0.13908205841446364,0.0556009107015587,0.09899068615382492,-0.4194177587506065,2023,0
2023-09-05,5020,531.757232767055,530.8198852539062,532.0384255787692,524.6334145515852,-0.17627358038388918,0.19460692730155493,6.739494200863605,-0.4194177587506065,2023,0
2023-09-05,8308,791.2546749651972,777.5037231445312,792.8780670071294,764.8031706122616,-1.737866739462962,-0.4158440377694639,9.438424778766299,-0.4194177587506065,2023,0
2023-09-05,7974,6044.553013926522,6023.431640625,6065.674387228044,5990.789518249921,-0.3494282083862744,0.1116924906013228,0.7864991921532678,-0.4194177587506065,2023,0
2023-09-05,8411,2316.283922136334,2301.005615234375,2332.0252080353216,2273.689854409661,-0.6596042374575323,-0.2608901228542404,5.259136999353813,-0.4194177587506065,2023,0
2023-09-05,1928,2819.6152898796563,2827.013427734375,2831.637263893574,2811.292384793098,0.2623811085601844,0.1310153251006474,4.945520686074422,-0.4194177587506065,2023,0
2023-09-05,9984,6319.521401499484,6351.16845703125,6411.495656638678,6285.896404996983,0.5007824726134544,0.10912016956803328,-4.016307224348852,-0.4194177587506065,2023,0
2023-09-05,6902,2433.9827410529642,2423.291748046875,2436.3585172765397,2387.6551046932445,-0.4392386530014672,-0.2444992935268897,4.406347944428146,-0.4194177587506065,2023,0
2023-09-05,9433,2057.1007606990283,2055.21826171875,2058.0420101891673,2039.217020386385,-0.09151223976207395,-0.06863758547647203,3.3364943319299947,-0.4194177587506065,2023,0
2023-09-05,2914,2999.5105027594277,2986.493408203125,2999.5105027594277,2972.546521178515,-0.433973961562312,-0.4031041051565154,2.623738049559978,-0.4194177587506065,2023,0
2023-09-05,4528,2579.040892034043,2571.149658203125,2582.290223611479,2555.36719054129,-0.30597552195824834,-0.5029634378637904,0.37693678660052937,-0.4194177587506065,2023,0
2023-09-05,5108,5301.162494081439,5307.67041015625,5308.600112452651,5264.90410452178,0.12276394247633088,0.2810516655344042,1.0757366978578882,-0.4194177587506065,2023,0
2023-09-05,8306,1158.4889555192826,1142.0731201171875,1160.3650509938077,1128.9404517955113,-1.4170040485829984,0.24701027879063808,7.142222545093994,-0.4194177587506065,2023,0
2023-09-05,8001,5385.356558409902,5380.6142578125,5394.841159604706,5329.397411360556,-0.08805917576611895,-0.10564626432488788,1.888703175477423,-0.4194177587506065,2023,0
2023-09-05,9020,2647.8951481873128,2655.29248046875,2668.4789678674883,2644.3574882120674,0.27936651066041157,0.4379491670894575,2.3114238822199704,-0.4194177587506065,2023,0
2023-09-05,6326,2269.4839583742796,2264.736083984375,2269.9587458132696,2240.9967120348533,-0.2092050209205135,-0.10470508444788695,7.713845912045139,-0.4194177587506065,2023,0
2023-09-05,9021,3035.9328981444855,3059.213134765625,3063.9642034638164,3028.331188227379,0.7668231611893656,0.7352878518127604,5.699461083730274,-0.4194177587506065,2023,0
2023-09-05,4188,836.2776295039689,841.3995971679688,841.6789658543652,827.8031239231763,0.612472160356351,0.8595768628689271,5.462829569893638,-0.4194177587506065,2023,0
2023-09-05,4543,2139.47161711599,2144.378662109375,2148.3042981040835,2125.2411866351727,0.2293577981651317,0.5985374607323957,1.2661773910944445,-0.4194177587506065,2023,0
2023-09-05,2413,2848.92827595339,2886.105224609375,2901.758676675053,2845.504083314023,1.3049450549450539,1.3223387568250144,0.7369149263167656,-0.4194177587506065,2023,0
2023-09-05,9983,33010.19975220773,33186.77734375,33314.305604308305,32843.432026862254,0.5349182763744452,-0.02955875903575267,0.9698769564697581,-0.4194177587506065,2023,0
2023-09-05,8697,1242.5676994945209,1237.52734375,1247.1280213586112,1232.0069541250484,-0.4056403322387419,-0.2707924202518974,0.9855681208611071,-0.4194177587506065,2023,0
2023-09-05,8604,542.8065256284262,541.33203125,544.9261323905471,536.0790536232797,-0.27164271408107504,0.08521002844510406,6.339851623578613,-0.4194177587506065,2023,0
2023-09-05,9735,4968.162649682307,4934.3984375,4975.397838007088,4922.339790292033,-0.679611650485445,-0.631375580661997,2.7446736225044215,-0.4194177587506065,2023,0
2023-09-05,8053,2872.7766014995973,2882.05859375,2882.05859375,2853.284417773752,0.32310177705977844,0.0,4.996547299997714,-0.4194177587506065,2023,0
2023-09-05,8725,1686.7544123501525,1681.151611328125,1687.065603080746,1666.2108086027183,-0.33216459853341257,-0.07400853594137224,4.526309963723614,-0.4194177587506065,2023,0
2023-09-05,4523,8562.358688285796,8619.14453125,8628.6088384107,8556.680103989376,0.6632032718028124,0.41900396362479775,-1.2992453303012206,-0.4194177587506065,2023,0
2023-09-05,8031,2646.005224748091,2653.543701171875,2657.3129393837667,2623.8609502532263,0.28490028490028646,0.017751012102151797,2.994740921748522,-0.4194177587506065,2023,0
2023-09-05,6273,70019.15276060981,70728.28125,70825.42213895757,69766.58644932015,1.0127635960044346,1.4632180396388472,4.253169379399559,-0.4194177587506065,2023,0
2023-09-05,4911,5794.952334067786,5824.21484375,5848.600268485178,5789.099832131344,0.5049654940245731,0.2686862985959326,-2.062733945050607,-0.4194177587506065,2023,0
2023-09-05,9432,158.71468335106258,157.77554321289062,159.18425342014856,157.30597314380464,-0.5917159763313499,-0.7678606954383493,2.4365214485274613,-0.4194177587506065,2023,0
2023-09-05,8750,668.8040041634658,669.6270751953125,673.7424303545462,660.4557122690203,0.1230661040787512,0.9751855784893015,5.322531782105503,-0.4194177587506065,2023,0
2023-09-05,3382,1905.0799040849115,1920.135986328125,1920.135986328125,1892.5865267964903,0.7903123753985297,0.5367262314008192,0.9551191652686071,-0.4194177587506065,2023,0
2023-09-05,6645,6832.067362798726,6865.798828125,6865.798828125,6793.517116711556,0.49372266892368355,0.6925805336568835,1.6268273252690817,-0.4194177587506065,2023,0
2023-09-05,4568,4164.159944254366,4132.953125,4164.159944254366,4083.2172568133556,-0.7494145199063325,-1.0737758354739002,-0.7252349538748463,-0.4194177587506065,2023,0
2023-09-05,8113,1887.5519447752367,1870.9287109375,1897.6561838058867,1857.890840688229,-0.8806768938862857,-1.2897673323132075,0.9838050172694864,-0.4194177587506065,2023,0
2023-09-05,5713,4458.131257105702,4435.28369140625,4458.131257105702,4388.636578103201,-0.5124919923126138,-0.42745072461305433,2.209596080074856,-0.4194177587506065,2023,0
2023-09-05,7203,2460.0252306935595,2449.617431640625,2469.0137844210935,2425.963342883956,-0.4230769230769308,-0.3272413904431226,6.224098062593838,-0.4194177587506065,2023,0
2023-09-05,7832,3349.490242541676,3367.275146484375,3392.964452179385,3338.621690132248,0.5309734513274348,0.7092177349339979,2.175427733122517,-0.4194177587506065,2023,0
2023-09-05,6501,1955.441335766395,1956.4151611328125,1960.3104625984827,1936.354382359645,0.0498007968127469,0.0,6.859874954470565,-0.4194177587506065,2023,0
2023-09-05,6861,59376.94620092976,59881.734375,59881.734375,59139.3988248967,0.8501416902817057,0.4816454483584254,-0.11095637551246351,-0.4194177587506065,2023,0
